  分治：12 块 144 对，可行 40 对，整块淘汰掉 0 格
有向预计算：走向已定 0/143162 (0.0%) | 无向判定率 0.0% -> 0.0% (0 -> 0 / 71581 边)
有向预计算：走向已定 0/143162 (0.0%) | 无向判定率 0.0% -> 0.0% (0 -> 0 / 71581 边)
全局阶段：固定 0 条边，起点候选 50288 / 50288 (100.0%)
adaptive PROPDEPTH=2 (fixed 0 / 71581 edges; 第一层存活率>=SURVDEEP%再升深层)
T1 sh7 cell=(20,0) PROBE0 nodes=52
T15 sh1 cell=(117,115) PROBE0 nodes=175
T15 sh25 cell=(137,141) PROBE0 nodes=634
T15 sh13 cell=(38,260) PROBE0 nodes=462
T15 sh8 cell=(274,168) PROBE0 nodes=29
T15 sh1 cell=(273,115) PROBE0 nodes=580
T15 sh2 cell=(13,147) PROBE0 nodes=191
T15 sh3 cell=(241,95) PROBE0 nodes=462
T15 sh19 cell=(89,137) PROBE0 nodes=414
T15 sh4 cell=(79,195) PROBE0 nodes=24
T15 sh4 cell=(72,198) PROBE0 nodes=20
T15 sh15 cell=(82,72) PROBE0 nodes=177
T15 sh11 cell=(127,165) PROBE0 nodes=639
T15 sh24 cell=(163,61) PROBE0 nodes=536
T15 sh5 cell=(117,171) PROBE0 nodes=293
T15 sh6 cell=(162,60) PROBE0 nodes=491
T15 sh7 cell=(274,176) PROBE0 nodes=8
T15 sh12 cell=(163,69) PROBE0 nodes=190
T15 sh20 cell=(199,177) PROBE0 nodes=580
T15 sh10 cell=(253,189) PROBE0 nodes=99
T15 sh19 cell=(138,140) PROBE0 nodes=634
T15 sh25 cell=(140,142) PROBE0 nodes=633
T15 sh10 cell=(100,192) PROBE0 nodes=46
T15 sh5 cell=(255,171) PROBE0 nodes=372
T15 sh1 cell=(110,122) PROBE0 nodes=66
T15 sh9 cell=(179,71) PROBE0 nodes=209
T15 sh6 cell=(73,61) PROBE0 nodes=299
T15 sh13 cell=(34,270) PROBE0 nodes=310
T15 sh3 cell=(271,97) PROBE0 nodes=224
T15 sh4 cell=(48,202) PROBE0 nodes=610
T15 sh4 cell=(69,209) PROBE0 nodes=48
T15 sh8 cell=(254,170) PROBE0 nodes=340
T15 sh10 cell=(172,194) PROBE0 nodes=173
T15 sh22 cell=(112,94) PROBE0 nodes=11
T15 sh4 cell=(205,209) PROBE0 nodes=203
T15 sh20 cell=(263,179) PROBE0 nodes=245
T15 sh10 cell=(111,195) PROBE0 nodes=59
T15 sh8 cell=(267,171) PROBE0 nodes=19
T15 sh21 cell=(140,70) PROBE0 nodes=118
T15 sh5 cell=(129,173) PROBE0 nodes=348
T15 sh19 cell=(239,145) PROBE0 nodes=407
T15 sh23 cell=(263,149) PROBE0 nodes=65
T15 sh10 cell=(106,198) PROBE0 nodes=178
T15 sh22 cell=(250,94) PROBE0 nodes=254
T15 sh4 cell=(186,212) PROBE0 nodes=610
T15 sh10 cell=(262,200) PROBE0 nodes=212
T15 sh10 cell=(70,202) PROBE0 nodes=8
T15 sh4 cell=(251,213) PROBE0 nodes=58
T15 sh10 cell=(76,204) PROBE0 nodes=23
T15 sh1 cell=(103,143) PROBE0 nodes=99
T15 sh3 cell=(228,98) PROBE0 nodes=485
T15 sh4 cell=(216,216) PROBE0 nodes=479
T15 sh15 cell=(156,76) PROBE0 nodes=227
T15 sh5 cell=(27,175) PROBE0 nodes=90
T15 sh20 cell=(64,180) PROBE0 nodes=611
T15 sh4 cell=(200,218) PROBE0 nodes=83
T15 sh10 cell=(199,205) PROBE0 nodes=564
T15 sh5 cell=(113,175) PROBE0 nodes=270
T15 sh11 cell=(195,169) PROBE0 nodes=84
T15 sh1 cell=(142,144) PROBE0 nodes=627
T15 sh10 cell=(220,206) PROBE0 nodes=295
T15 sh25 cell=(138,148) PROBE0 nodes=600
T15 sh12 cell=(176,70) PROBE0 nodes=206
T15 sh8 cell=(88,174) PROBE0 nodes=578
T15 sh22 cell=(19,99) PROBE0 nodes=580
T15 sh10 cell=(89,207) PROBE0 nodes=104
T15 sh0 cell=(140,68) PROBE0 nodes=70
T15 sh10 cell=(247,207) PROBE0 nodes=23
T15 sh17 cell=(213,161) PROBE0 nodes=546
T15 sh10 cell=(248,208) PROBE0 nodes=23
T15 sh4 cell=(67,225) PROBE0 nodes=65
T15 sh10 cell=(251,211) PROBE0 nodes=281
T15 sh10 cell=(253,217) PROBE0 nodes=99
T15 sh4 cell=(178,236) PROBE0 nodes=209
T15 sh11 cell=(195,171) PROBE0 nodes=197
T15 sh10 cell=(226,220) PROBE0 nodes=74
T15 sh20 cell=(249,181) PROBE0 nodes=218
T15 sh21 cell=(156,72) PROBE0 nodes=200
T15 sh4 cell=(181,241) PROBE0 nodes=228
T15 sh13 cell=(259,195) PROBE0 nodes=233
T15 sh7 cell=(33,205) PROBE0 nodes=332
T15 sh20 cell=(254,182) PROBE0 nodes=191
T15 sh21 cell=(87,73) PROBE0 nodes=192
T15 sh10 cell=(191,221) PROBE0 nodes=469
T15 sh1 cell=(203,169) PROBE0 nodes=69
T15 sh17 cell=(125,163) PROBE0 nodes=644
T15 sh10 cell=(60,222) PROBE0 nodes=73
T15 sh7 cell=(221,209) PROBE0 nodes=492
T15 sh16 cell=(102,190) PROBE0 nodes=51
T15 sh20 cell=(249,183) PROBE0 nodes=384
T15 sh11 cell=(250,172) PROBE0 nodes=364
T15 sh3 cell=(109,101) PROBE0 nodes=85
T15 sh14 cell=(124,164) PROBE0 nodes=642
T15 sh7 cell=(89,211) PROBE0 nodes=61
T15 sh4 cell=(109,247) PROBE0 nodes=57
T15 sh13 cell=(94,16) PROBE0 nodes=423
T15 sh22 cell=(48,106) PROBE0 nodes=292
T15 sh13 cell=(101,19) PROBE0 nodes=365
T15 sh7 cell=(120,216) PROBE0 nodes=280
T15 sh16 cell=(248,206) PROBE0 nodes=31
T15 sh7 cell=(61,219) PROBE0 nodes=62
T15 sh14 cell=(200,166) PROBE0 nodes=76
T15 sh20 cell=(21,185) PROBE0 nodes=31
T15 sh10 cell=(147,223) PROBE0 nodes=585
T15 sh20 cell=(164,186) PROBE0 nodes=37
T15 sh10 cell=(237,229) PROBE0 nodes=51
T15 sh22 cell=(273,113) PROBE0 nodes=564
T15 sh16 cell=(138,208) PROBE0 nodes=174
T15 sh10 cell=(208,240) PROBE0 nodes=77
T15 sh18 cell=(64,68) PROBE0 nodes=247
T15 sh7 cell=(49,221) PROBE0 nodes=602
T15 sh13 cell=(57,27) PROBE0 nodes=147
T15 sh25 cell=(244,176) PROBE0 nodes=333
T15 sh1 cell=(193,173) PROBE0 nodes=81
T15 sh9 cell=(146,74) PROBE0 nodes=223
T15 sh0 cell=(152,70) PROBE0 nodes=240
T15 sh13 cell=(54,28) PROBE0 nodes=390
T15 sh8 cell=(112,176) PROBE0 nodes=266
T15 sh25 cell=(257,177) PROBE0 nodes=353
T15 sh16 cell=(144,212) PROBE0 nodes=480
T15 sh10 cell=(265,257) PROBE0 nodes=207
T15 sh13 cell=(78,40) PROBE0 nodes=419
T15 sh22 cell=(68,118) PROBE0 nodes=157
T15 sh17 cell=(17,169) PROBE0 nodes=505
T15 sh16 cell=(143,215) PROBE0 nodes=218
T15 sh10 cell=(199,261) PROBE0 nodes=253
T15 sh10 cell=(194,262) PROBE0 nodes=115
T15 sh4 cell=(169,261) PROBE0 nodes=25
T15 sh4 cell=(250,24) PROBE0 nodes=14
T15 sh16 cell=(117,221) PROBE0 nodes=149
T15 sh19 cell=(269,171) PROBE0 nodes=45
T15 sh25 cell=(129,183) PROBE0 nodes=117
T15 sh5 cell=(238,178) PROBE0 nodes=394
T15 sh13 cell=(228,42) PROBE0 nodes=109
T15 sh16 cell=(195,223) PROBE0 nodes=375
T15 sh7 cell=(251,227) PROBE0 nodes=44
T15 sh19 cell=(120,174) PROBE0 nodes=278
T15 sh13 cell=(26,46) PROBE0 nodes=17
T15 sh1 cell=(120,176) PROBE0 nodes=278
T15 sh25 cell=(177,185) PROBE0 nodes=140
T15 sh7 cell=(5,231) PROBE0 nodes=66
T15 sh9 cell=(149,75) PROBE0 nodes=225
T15 sh13 cell=(17,49) PROBE0 nodes=317
T15 sh18 cell=(262,68) PROBE0 nodes=415
T15 sh11 cell=(129,175) PROBE0 nodes=294
T15 sh22 cell=(213,125) PROBE0 nodes=117
T15 sh1 cell=(254,176) PROBE0 nodes=322
T15 sh17 cell=(5,171) PROBE0 nodes=163
T15 sh25 cell=(219,189) PROBE0 nodes=532
T15 sh21 cell=(165,79) PROBE0 nodes=286
T15 sh4 cell=(161,87) PROBE0 nodes=272
T15 sh3 cell=(43,111) PROBE0 nodes=604
T15 sh20 cell=(271,189) PROBE0 nodes=297
T15 sh1 cell=(263,177) PROBE0 nodes=241
T15 sh9 cell=(144,76) PROBE0 nodes=436
T15 sh6 cell=(226,64) PROBE0 nodes=364
T15 sh16 cell=(154,224) PROBE0 nodes=608
T15 sh0 cell=(149,73) PROBE0 nodes=416
T15 sh7 cell=(9,239) PROBE0 nodes=23
T15 sh4 cell=(106,88) PROBE0 nodes=321
T15 sh2 cell=(245,161) PROBE0 nodes=19
T15 sh3 cell=(158,112) PROBE0 nodes=131
T15 sh8 cell=(129,177) PROBE0 nodes=560
T15 sh10 cell=(30,272) PROBE0 nodes=155
T15 sh9 cell=(157,77) PROBE0 nodes=315
T15 sh10 cell=(206,272) PROBE0 nodes=89
T15 sh10 cell=(168,12) PROBE0 nodes=100
T15 sh21 cell=(165,81) PROBE0 nodes=276
T15 sh3 cell=(117,113) PROBE0 nodes=177
T15 sh24 cell=(259,71) PROBE0 nodes=337
T15 sh10 cell=(83,27) PROBE0 nodes=434
T15 sh19 cell=(258,184) PROBE0 nodes=228
T15 sh15 cell=(167,85) PROBE0 nodes=340
T15 sh13 cell=(92,58) PROBE0 nodes=212
T15 sh16 cell=(123,227) PROBE0 nodes=525
T15 sh18 cell=(181,69) PROBE0 nodes=395
T15 sh16 cell=(14,228) PROBE0 nodes=32
T15 sh7 cell=(79,251) PROBE0 nodes=153
T15 sh19 cell=(177,189) PROBE0 nodes=140
T15 sh16 cell=(169,231) PROBE0 nodes=48
T15 sh15 cell=(265,87) PROBE0 nodes=122
T15 sh3 cell=(150,114) PROBE0 nodes=109
T15 sh19 cell=(94,194) PROBE0 nodes=38
T15 sh14 cell=(127,169) PROBE0 nodes=500
T15 sh7 cell=(65,255) PROBE0 nodes=187
T15 sh13 cell=(157,61) PROBE0 nodes=538
T15 sh12 cell=(254,72) PROBE0 nodes=547
T15 sh7 cell=(159,255) PROBE0 nodes=69
T15 sh25 cell=(245,193) PROBE0 nodes=248
T15 sh11 cell=(118,176) PROBE0 nodes=618
T15 sh10 cell=(255,65) PROBE0 nodes=559
T15 sh7 cell=(220,260) PROBE0 nodes=222
T15 sh12 cell=(237,73) PROBE0 nodes=162
T15 sh7 cell=(40,266) PROBE0 nodes=225
T15 sh1 cell=(105,187) PROBE0 nodes=64
T15 sh12 cell=(228,74) PROBE0 nodes=56
T15 sh13 cell=(172,68) PROBE0 nodes=290
T15 sh16 cell=(177,233) PROBE0 nodes=307
T15 sh23 cell=(25,165) PROBE0 nodes=461
T15 sh3 cell=(155,115) PROBE0 nodes=475
T15 sh10 cell=(236,96) PROBE0 nodes=135
T15 sh1 cell=(227,189) PROBE0 nodes=203
T15 sh2 cell=(182,162) PROBE0 nodes=405
T15 sh1 cell=(68,192) PROBE0 nodes=16
T15 sh17 cell=(85,177) PROBE0 nodes=478
T15 sh10 cell=(73,113) PROBE0 nodes=158
T15 sh11 cell=(266,178) PROBE0 nodes=263
T15 sh1 cell=(174,192) PROBE0 nodes=153
T15 sh18 cell=(88,70) PROBE0 nodes=332
T15 sh7 cell=(122,272) PROBE0 nodes=424
T15 sh19 cell=(94,202) PROBE0 nodes=199
T15 sh17 cell=(265,177) PROBE0 nodes=245
T15 sh4 cell=(218,194) PROBE0 nodes=525
T15 sh7 cell=(199,1) PROBE0 nodes=374
T15 sh19 cell=(106,204) PROBE0 nodes=152
T15 sh16 cell=(126,236) PROBE0 nodes=408
T15 sh7 cell=(77,25) PROBE0 nodes=591
T15 sh22 cell=(7,147) PROBE0 nodes=154
T15 sh17 cell=(124,178) PROBE0 nodes=576
T15 sh25 cell=(52,204) PROBE0 nodes=587
T15 sh13 cell=(159,75) PROBE0 nodes=21
T15 sh19 cell=(230,204) PROBE0 nodes=158
T15 sh5 cell=(64,182) PROBE0 nodes=614
T15 sh1 cell=(256,202) PROBE0 nodes=257
T15 sh3 cell=(258,116) PROBE0 nodes=594
T15 sh7 cell=(3,37) PROBE0 nodes=314
T15 sh12 cell=(155,75) PROBE0 nodes=222
T15 sh19 cell=(253,205) PROBE0 nodes=251
T15 sh19 cell=(127,221) PROBE0 nodes=153
T15 sh13 cell=(262,78) PROBE0 nodes=462
T15 sh19 cell=(247,221) PROBE0 nodes=23
T15 sh19 cell=(246,222) PROBE0 nodes=22
T15 sh10 cell=(245,179) PROBE0 nodes=345
T15 sh15 cell=(75,91) PROBE0 nodes=280
T15 sh17 cell=(113,179) PROBE0 nodes=515
T15 sh21 cell=(156,84) PROBE0 nodes=139
T15 sh13 cell=(268,82) PROBE0 nodes=501
T15 sh25 cell=(52,208) PROBE0 nodes=608
T15 sh4 cell=(49,31) PROBE0 nodes=435
T15 sh17 cell=(112,180) PROBE0 nodes=287
T15 sh20 cell=(118,198) PROBE0 nodes=94
T15 sh22 cell=(141,149) PROBE0 nodes=618
T15 sh14 cell=(259,175) PROBE0 nodes=390
T15 sh13 cell=(270,84) PROBE0 nodes=137
T15 sh16 cell=(268,250) PROBE0 nodes=125
T15 sh1 cell=(66,212) PROBE0 nodes=109
T15 sh22 cell=(260,150) PROBE0 nodes=72
T15 sh13 cell=(169,87) PROBE0 nodes=273
T15 sh10 cell=(242,194) PROBE0 nodes=25
T15 sh1 cell=(209,217) PROBE0 nodes=137
T15 sh14 cell=(252,176) PROBE0 nodes=326
T15 sh21 cell=(269,85) PROBE0 nodes=437
T15 sh16 cell=(34,256) PROBE0 nodes=247
T15 sh3 cell=(259,117) PROBE0 nodes=631
T15 sh10 cell=(177,203) PROBE0 nodes=53
T15 sh1 cell=(153,221) PROBE0 nodes=367
T15 sh19 cell=(218,230) PROBE0 nodes=479
T15 sh25 cell=(45,211) PROBE0 nodes=541
T15 sh23 cell=(192,168) PROBE0 nodes=249
T15 sh19 cell=(65,231) PROBE0 nodes=83
T15 sh6 cell=(27,69) PROBE0 nodes=382
T15 sh19 cell=(199,233) PROBE0 nodes=37
T15 sh25 cell=(211,211) PROBE0 nodes=626
T15 sh1 cell=(198,224) PROBE0 nodes=526
T15 sh20 cell=(34,200) PROBE0 nodes=340
T15 sh12 cell=(166,78) PROBE0 nodes=290
T15 sh21 cell=(78,86) PROBE0 nodes=602
T15 sh13 cell=(171,89) PROBE0 nodes=300
T15 sh11 cell=(270,184) PROBE0 nodes=272
T15 sh15 cell=(247,91) PROBE0 nodes=281
T15 sh20 cell=(244,200) PROBE0 nodes=87
T15 sh25 cell=(125,213) PROBE0 nodes=159
T15 sh10 cell=(130,54) PROBE0 nodes=433
T15 sh18 cell=(146,72) PROBE0 nodes=242
T15 sh14 cell=(193,177) PROBE0 nodes=197
T15 sh15 cell=(102,92) PROBE0 nodes=51
T15 sh7 cell=(126,130) PROBE0 nodes=477
T15 sh6 cell=(271,69) PROBE0 nodes=369
T15 sh14 cell=(251,177) PROBE0 nodes=316
T15 sh1 cell=(146,230) PROBE0 nodes=394
T15 sh13 cell=(69,93) PROBE0 nodes=250
T15 sh3 cell=(177,119) PROBE0 nodes=552
T15 sh20 cell=(213,201) PROBE0 nodes=540
T15 sh1 cell=(221,233) PROBE0 nodes=36
T15 sh6 cell=(68,70) PROBE0 nodes=650
T15 sh4 cell=(250,188) PROBE0 nodes=184
T15 sh7 cell=(96,192) PROBE0 nodes=39
T15 sh14 cell=(198,178) PROBE0 nodes=353
T15 sh1 cell=(76,234) PROBE0 nodes=227
T15 sh20 cell=(90,202) PROBE0 nodes=241
T15 sh10 cell=(166,64) PROBE0 nodes=216
T15 sh25 cell=(151,221) PROBE0 nodes=368
T15 sh21 cell=(154,88) PROBE0 nodes=290
T15 sh0 cell=(156,80) PROBE0 nodes=297
T15 sh14 cell=(251,179) PROBE0 nodes=355
T15 sh22 cell=(247,177) PROBE0 nodes=329
T15 sh8 cell=(256,184) PROBE0 nodes=184
T15 sh22 cell=(172,186) PROBE0 nodes=144
T15 sh4 cell=(218,200) PROBE0 nodes=559
T15 sh16 cell=(59,43) PROBE0 nodes=216
T15 sh9 cell=(245,87) PROBE0 nodes=424
T15 sh4 cell=(147,27) PROBE0 nodes=298
T15 sh7 cell=(48,212) PROBE0 nodes=628
T15 sh1 cell=(179,249) PROBE0 nodes=243
T15 sh6 cell=(164,70) PROBE0 nodes=204
T15 sh0 cell=(179,81) PROBE0 nodes=532
T15 sh8 cell=(269,185) PROBE0 nodes=94
T15 sh25 cell=(192,228) PROBE0 nodes=220
T15 sh1 cell=(112,250) PROBE0 nodes=10
T15 sh3 cell=(148,120) PROBE0 nodes=197
T15 sh8 cell=(128,186) PROBE0 nodes=103
T15 sh13 cell=(117,103) PROBE0 nodes=29
T15 sh7 cell=(179,223) PROBE0 nodes=324
T15 sh6 cell=(222,70) PROBE0 nodes=288
T15 sh7 cell=(219,249) PROBE0 nodes=169
T15 sh13 cell=(140,106) PROBE0 nodes=70
T15 sh22 cell=(62,188) PROBE0 nodes=624
T15 sh19 cell=(78,250) PROBE0 nodes=154
T15 sh25 cell=(142,230) PROBE0 nodes=529
T15 sh4 cell=(55,215) PROBE0 nodes=611
T15 sh22 cell=(222,188) PROBE0 nodes=198
T15 sh9 cell=(67,89) PROBE0 nodes=312
T15 sh4 cell=(84,20) PROBE0 nodes=16
T15 sh10 cell=(264,196) PROBE0 nodes=350
T15 sh16 cell=(184,60) PROBE0 nodes=198
T15 sh8 cell=(71,187) PROBE0 nodes=32
T15 sh7 cell=(30,264) PROBE0 nodes=387
T15 sh13 cell=(150,112) PROBE0 nodes=114
T15 sh5 cell=(124,186) PROBE0 nodes=420
T15 sh10 cell=(267,203) PROBE0 nodes=357
T15 sh7 cell=(239,43) PROBE0 nodes=196
T15 sh16 cell=(267,93) PROBE0 nodes=69
T15 sh7 cell=(238,48) PROBE0 nodes=103
T15 sh15 cell=(2,96) PROBE0 nodes=570
T15 sh10 cell=(66,220) PROBE0 nodes=56
T15 sh21 cell=(57,93) PROBE0 nodes=144
T15 sh7 cell=(101,105) PROBE0 nodes=121
T15 sh9 cell=(152,90) PROBE0 nodes=223
T15 sh14 cell=(240,180) PROBE0 nodes=387
T15 sh5 cell=(125,187) PROBE0 nodes=236
T15 sh8 cell=(263,187) PROBE0 nodes=585
T15 sh14 cell=(15,181) PROBE0 nodes=14
T15 sh4 cell=(39,45) PROBE0 nodes=23
T15 sh13 cell=(274,112) PROBE0 nodes=564
T15 sh6 cell=(270,70) PROBE0 nodes=541
T15 sh5 cell=(124,188) PROBE0 nodes=92
T15 sh13 cell=(0,120) PROBE0 nodes=61
T15 sh10 cell=(120,224) PROBE0 nodes=523
T15 sh1 cell=(175,5) PROBE0 nodes=153
T15 sh12 cell=(116,80) PROBE0 nodes=9
T15 sh8 cell=(130,188) PROBE0 nodes=123
T15 sh4 cell=(67,121) PROBE0 nodes=167
T15 sh20 cell=(119,207) PROBE0 nodes=151
T15 sh20 cell=(245,207) PROBE0 nodes=43
T15 sh15 cell=(64,96) PROBE0 nodes=334
T15 sh4 cell=(116,124) PROBE0 nodes=94
T15 sh1 cell=(197,15) PROBE0 nodes=469
T15 sh19 cell=(264,254) PROBE0 nodes=125
T15 sh10 cell=(81,227) PROBE0 nodes=298
T15 sh4 cell=(172,182) PROBE0 nodes=144
T15 sh8 cell=(113,189) PROBE0 nodes=239
T15 sh7 cell=(89,153) PROBE0 nodes=463
T15 sh13 cell=(139,123) PROBE0 nodes=430
T15 sh1 cell=(235,23) PROBE0 nodes=181
T15 sh4 cell=(51,183) PROBE0 nodes=15
T15 sh0 cell=(211,83) PROBE0 nodes=155
T15 sh7 cell=(173,183) PROBE0 nodes=143
T15 sh8 cell=(183,189) PROBE0 nodes=181
T15 sh5 cell=(270,188) PROBE0 nodes=480
T15 sh2 cell=(121,173) PROBE0 nodes=304
T15 sh10 cell=(174,248) PROBE0 nodes=443
T15 sh17 cell=(267,189) PROBE0 nodes=579
T15 sh4 cell=(249,187) PROBE0 nodes=91
T15 sh10 cell=(169,255) PROBE0 nodes=27
T15 sh11 cell=(261,191) PROBE0 nodes=490
T15 sh22 cell=(16,192) PROBE0 nodes=100
T15 sh20 cell=(36,208) PROBE0 nodes=316
T15 sh17 cell=(198,190) PROBE0 nodes=92
T15 sh22 cell=(235,193) PROBE0 nodes=150
T15 sh8 cell=(181,191) PROBE0 nodes=248
T15 sh17 cell=(264,190) PROBE0 nodes=185
T15 sh7 cell=(258,194) PROBE0 nodes=402
T15 sh4 cell=(204,214) PROBE0 nodes=612
T15 sh9 cell=(46,94) PROBE0 nodes=39
T15 sh6 cell=(184,72) PROBE0 nodes=338
T15 sh5 cell=(112,190) PROBE0 nodes=319
T15 sh22 cell=(121,197) PROBE0 nodes=173
T15 sh3 cell=(110,126) PROBE0 nodes=183
T15 sh15 cell=(103,99) PROBE0 nodes=200
T15 sh0 cell=(232,84) PROBE0 nodes=451
T15 sh1 cell=(180,54) PROBE0 nodes=182
T15 sh7 cell=(234,196) PROBE0 nodes=216
T15 sh23 cell=(253,173) PROBE0 nodes=336
T15 sh12 cell=(258,80) PROBE0 nodes=585
T15 sh6 cell=(236,72) PROBE0 nodes=151
T15 sh16 cell=(165,193) PROBE0 nodes=535
T15 sh4 cell=(130,142) PROBE0 nodes=541
T15 sh13 cell=(129,133) PROBE0 nodes=476
T15 sh9 cell=(262,94) PROBE0 nodes=408
T15 sh1 cell=(117,89) PROBE0 nodes=50
T15 sh19 cell=(215,263) PROBE0 nodes=112
T15 sh14 cell=(246,182) PROBE0 nodes=346
T15 sh1 cell=(93,115) PROBE0 nodes=190
T15 sh10 cell=(141,127) PROBE0 nodes=612
T15 sh7 cell=(202,240) PROBE0 nodes=85
T15 sh21 cell=(254,96) PROBE0 nodes=435
T15 sh10 cell=(27,203) PROBE0 nodes=22
T15 sh0 cell=(39,89) PROBE0 nodes=122
T15 sh8 cell=(246,192) PROBE0 nodes=170
T15 sh25 cell=(182,242) PROBE0 nodes=228
T15 sh9 cell=(164,96) PROBE0 nodes=289
T15 sh14 cell=(239,183) PROBE0 nodes=294
T15 sh22 cell=(106,202) PROBE0 nodes=151
T15 sh0 cell=(111,89) PROBE0 nodes=82
T15 sh20 cell=(105,209) PROBE0 nodes=261
T15 sh5 cell=(240,192) PROBE0 nodes=70
T15 sh25 cell=(223,243) PROBE0 nodes=181
T15 sh9 cell=(235,97) PROBE0 nodes=180
T15 sh21 cell=(257,97) PROBE0 nodes=266
T15 sh4 cell=(226,228) PROBE0 nodes=61
T15 sh20 cell=(214,210) PROBE0 nodes=633
T15 sh15 cell=(129,101) PROBE0 nodes=160
T15 sh0 cell=(245,89) PROBE0 nodes=399
T15 sh12 cell=(99,83) PROBE0 nodes=74
T15 sh7 cell=(70,254) PROBE0 nodes=357
T15 sh22 cell=(46,204) PROBE0 nodes=622
T15 sh11 cell=(50,198) PROBE0 nodes=603
T15 sh17 cell=(159,197) PROBE0 nodes=492
T15 sh16 cell=(87,249) PROBE0 nodes=600
T15 sh19 cell=(174,74) PROBE0 nodes=618
T15 sh22 cell=(171,207) PROBE0 nodes=294
T15 sh17 cell=(224,198) PROBE0 nodes=189
T15 sh20 cell=(83,211) PROBE0 nodes=84
T15 sh16 cell=(273,257) PROBE0 nodes=145
T15 sh13 cell=(85,147) PROBE0 nodes=549
T15 sh11 cell=(98,198) PROBE0 nodes=201
T15 sh20 cell=(68,212) PROBE0 nodes=63
T15 sh18 cell=(251,77) PROBE0 nodes=573
T15 sh7 cell=(222,60) PROBE0 nodes=54
T15 sh24 cell=(235,81) PROBE0 nodes=644
T15 sh0 cell=(45,91) PROBE0 nodes=80
T15 sh2 cell=(10,180) PROBE0 nodes=195
T15 sh15 cell=(234,102) PROBE0 nodes=171
T15 sh1 cell=(16,170) PROBE0 nodes=494
T15 sh22 cell=(40,208) PROBE0 nodes=278
T15 sh7 cell=(265,205) PROBE0 nodes=422
T15 sh13 cell=(257,151) PROBE0 nodes=51
T15 sh16 cell=(204,266) PROBE0 nodes=185
T15 sh12 cell=(161,85) PROBE0 nodes=252
T15 sh0 cell=(155,91) PROBE0 nodes=298
T15 sh25 cell=(184,6) PROBE0 nodes=136
T15 sh20 cell=(250,216) PROBE0 nodes=82
T15 sh22 cell=(31,209) PROBE0 nodes=228
T15 sh16 cell=(18,32) PROBE0 nodes=403
T15 sh1 cell=(251,199) PROBE0 nodes=32
T15 sh24 cell=(76,84) PROBE0 nodes=424
T15 sh8 cell=(259,201) PROBE0 nodes=290
T15 sh5 cell=(90,198) PROBE0 nodes=183
T15 sh12 cell=(48,86) PROBE0 nodes=444
T15 sh5 cell=(74,200) PROBE0 nodes=34
T15 sh4 cell=(226,48) PROBE0 nodes=338
T15 sh7 cell=(238,200) PROBE0 nodes=73
T15 sh16 cell=(172,54) PROBE0 nodes=330
T15 sh0 cell=(274,92) PROBE0 nodes=292
T15 sh21 cell=(259,99) PROBE0 nodes=307
T15 sh25 cell=(174,54) PROBE0 nodes=276
T15 sh11 cell=(49,201) PROBE0 nodes=604
T15 sh17 cell=(35,203) PROBE0 nodes=618
T15 sh20 cell=(39,217) PROBE0 nodes=253
T15 sh23 cell=(123,179) PROBE0 nodes=293
T15 sh5 cell=(247,201) PROBE0 nodes=105
T15 sh2 cell=(270,180) PROBE0 nodes=258
T15 sh22 cell=(185,209) PROBE0 nodes=617
T15 sh0 cell=(28,94) PROBE0 nodes=26
T15 sh21 cell=(89,101) PROBE0 nodes=70
T15 sh15 cell=(44,104) PROBE0 nodes=197
T15 sh1 cell=(246,232) PROBE0 nodes=492
T15 sh16 cell=(56,82) PROBE0 nodes=236
T15 sh11 cell=(119,201) PROBE0 nodes=121
T15 sh20 cell=(245,217) PROBE0 nodes=67
T15 sh19 cell=(169,249) PROBE0 nodes=269
T15 sh1 cell=(229,247) PROBE0 nodes=115
T15 sh10 cell=(227,85) PROBE0 nodes=449
T15 sh20 cell=(229,219) PROBE0 nodes=76
T15 sh16 cell=(160,88) PROBE0 nodes=147
T15 sh22 cell=(162,212) PROBE0 nodes=483
T15 sh1 cell=(231,255) PROBE0 nodes=124
T15 sh8 cell=(50,202) PROBE0 nodes=600
T15 sh21 cell=(141,101) PROBE0 nodes=185
T15 sh7 cell=(72,48) PROBE0 nodes=226
T15 sh1 cell=(164,258) PROBE0 nodes=110
T15 sh15 cell=(41,105) PROBE0 nodes=572
T15 sh0 cell=(230,94) PROBE0 nodes=490
T15 sh1 cell=(35,89) PROBE0 nodes=42
T15 sh17 cell=(90,204) PROBE0 nodes=242
T15 sh8 cell=(79,205) PROBE0 nodes=115
T15 sh15 cell=(49,109) PROBE0 nodes=175
T15 sh19 cell=(168,10) PROBE0 nodes=126
T15 sh22 cell=(122,220) PROBE0 nodes=142
T15 sh12 cell=(268,86) PROBE0 nodes=470
T15 sh1 cell=(129,213) PROBE0 nodes=323
T15 sh20 cell=(76,220) PROBE0 nodes=500
T15 sh15 cell=(119,111) PROBE0 nodes=192
T15 sh2 cell=(119,181) PROBE0 nodes=248
T15 sh7 cell=(159,89) PROBE0 nodes=134
T15 sh24 cell=(107,89) PROBE0 nodes=234
T15 sh1 cell=(151,257) PROBE0 nodes=79
T15 sh1 cell=(51,21) PROBE0 nodes=59
T15 sh11 cell=(99,203) PROBE0 nodes=119
